Aggregation analysis	PioViewer 1.10.22.11														
File	 D:\Sulva\Apple_Jesolver\AcAdAh.cfr														
Action Line	Root														
Flop	Global %	OOP Equity	OOP EV	OOP EQR	IP Equity	IP EV	IP EQR	BET 22%	BET 22 EV	BET 15%	BET 15 EV	BET 9%	BET 9 EV	CHECK%	CHECK EV
Qc 8c 5d	100	55.37	15.862	95.4918	44.63	14.1382	105.595	8.87	20.98	7.5	19.69	26.63	18.03	57.01	13.55
Qc 8c 6c	100	54.24	15.4538	94.9653	45.76	14.5461	105.968	1.11	21.69	2.18	20.34	15.28	18.51	81.43	14.66
Qc 8c 6d	100	55.41	15.9881	96.1721	44.59	14.0122	104.76	9.33	20.91	10.62	19.8	22.47	18.3	57.59	13.58
Qc 8c 7c	100	53.79	15.3977	95.4178	46.21	14.6019	105.331	1.37	21.87	1.43	20.66	14.95	18.46	82.24	14.64
Qc 8c 7d	100	54.53	15.6686	95.7723	45.47	14.3316	105.073	2.63	20.83	8.72	19.89	25.23	18.48	63.42	13.76
Qc 8d 8c	100	57.13	16.5747	96.7159	42.87	13.4255	104.377	0.16	20.24	1.11	18.86	35.8	18.44	62.92	15.46
Qc 8d 2c	100	56.51	16.8652	99.4737	43.49	13.1349	100.685	2.33	20.88	11.34	19.79	46.58	18.24	39.75	14.18
Qc 8d 3c	100	55.95	16.694	99.4564	44.05	13.3059	100.69	3.7	20.92	12.36	19.74	40.91	18.19	43.03	14.04
Qc 8d 4c	100	56.34	16.4946	97.5955	43.66	13.5058	103.105	6.08	21.13	10.58	19.64	36.83	18.1	46.51	13.9
Qc 8d 5c	100	55.38	15.9109	95.7664	44.62	14.089	105.254	8.55	21.01	7.51	19.69	28.72	18	55.21	13.52
Qc 8d 6c	100	55.38	15.96	96.0662	44.62	14.0402	104.883	8.28	20.96	10.34	19.8	23.97	18.28	57.41	13.58
Qc 8d 7c	100	54.53	15.6762	95.8192	45.47	14.3237	105.014	2.72	20.95	8.81	19.89	25.23	18.46	63.24	13.75
Qc 9c 2c	100	55.41	16.3665	98.4535	44.59	13.6339	101.925	3.52	22.51	2.1	21.36	24.64	18.37	69.74	15.2
Qc 9c 2d	100	56.47	16.9189	99.8708	43.53	13.0813	100.169	4.62	21.51	5.57	20.22	47.85	18.25	41.96	14.46
Qc 9c 3c	100	55.08	16.2453	98.3098	44.92	13.7552	102.076	3.38	22.29	2.58	21.18	23.46	18.3	70.58	15.09
Qc 9c 3d	100	55.96	16.6077	98.9194	44.04	13.3927	101.377	1.91	21.2	6.29	19.94	47.48	18.14	44.32	14.29
Qc 9c 4c	100	55.48	16.2577	97.6796	44.52	13.7424	102.893	2.41	22.3	2.3	21.12	23.83	18.66	71.46	15.1
Qc 9c 4d	100	56.76	16.9219	99.3767	43.24	13.0785	100.822	1.72	21.27	6.65	19.94	53.04	18.25	38.59	14.38
Qc 9c 5c	100	54.77	15.9048	96.7989	45.23	14.0955	103.879	1.59	21.95	3	20.51	23.07	18.78	72.35	14.66
Qc 9c 5d	100	55.94	16.5291	98.5011	44.06	13.4707	101.901	16	21.31	9.68	19.92	23.29	18.11	51.03	13.66
Qc 9c 6c	100	54.44	15.7332	96.3299	45.56	14.2669	104.387	1.86	21.95	3.33	20.68	17.18	18.84	77.63	14.68
Qc 9c 6d	100	55.59	16.3172	97.8407	44.41	13.6831	102.705	13.79	21.3	10.8	19.95	19.38	18.36	56.02	13.68
Qc 9c 7c	100	54.03	15.6336	96.4488	45.97	14.3669	104.178	2.39	21.96	2.79	20.67	14.89	18.74	79.93	14.69
Qc 9c 7d	100	54.82	15.9909	97.233	45.18	14.0094	103.36	9.49	21.19	9.17	20.14	19.31	18.49	62.03	13.8
Qc 9c 8c	100	54.84	15.7826	95.9247	45.16	14.218	104.953	1.3	21.96	2.73	20.36	17.88	18.84	78.1	14.82
Qc 9c 8d	100	56.09	16.3056	96.8988	43.91	13.6947	103.964	0.41	21.14	10.85	20.12	31.05	19.02	57.68	14.09
Qc 9d 9c	100	57.3	17.2541	100.38	42.7	12.746	99.4911	0.25	20.09	1.74	19.16	53.04	18.57	44.96	15.61
Qc 9d 2c	100	56.59	17.07	100.544	43.41	12.9303	99.2935	4.33	21.6	6.18	20.23	51.2	18.23	38.29	14.49
Qc 9d 3c	100	56.15	16.844	99.9878	43.85	13.156	100.016	2.34	21.19	7.08	19.94	51.19	18.14	39.39	14.35
Qc 9d 4c	100	56.89	17.0928	100.156	43.11	12.9075	99.7971	2.31	21.35	6.99	19.97	55.43	18.23	35.27	14.45
Qc 9d 5c	100	55.98	16.5939	98.8121	44.02	13.4063	101.512	16.98	21.35	9.28	19.96	23.15	18.07	50.58	13.7
Qc 9d 6c	100	55.59	16.31	97.807	44.41	13.69	102.745	13.4	21.32	11.28	19.95	19.25	18.34	56.07	13.68
Qc 9d 7c	100	54.86	16.0246	97.3752	45.14	13.9755	103.19	10.01	21.29	8.81	20.19	19.49	18.48	61.68	13.8
Qc 9d 8c	100	56.11	16.3037	96.8597	43.89	13.6964	104.015	0.47	21.05	11.24	20.18	30.58	19.01	57.71	14.08
Qc Jc 2c	100	56.34	16.3777	96.9048	43.66	13.6229	103.998	1.52	22.69	1.83	21.15	16.33	18.71	80.32	15.68
Qc Jc 2d	100	58.15	17.6031	100.899	41.85	12.397	98.752	1.56	21.27	4.16	20.22	59.33	18.64	34.95	15.37
Qc Jc 3c	100	56.08	16.3885	97.4197	43.92	13.6114	103.293	1.4	22.39	2.08	21.01	20.88	18.61	75.64	15.54
Qc Jc 3d	100	57.56	17.3466	100.45	42.44	12.6537	99.392	1.15	20.94	4.46	20.03	57.18	18.51	37.21	15.13
Qc Jc 4c	100	56.45	16.5197	97.5399	43.55	13.4813	103.197	1.02	22.24	2.18	20.96	24.05	18.64	72.76	15.61
Qc Jc 4d	100	58.13	17.665	101.293	41.87	12.3352	98.2062	1.21	20.9	6.38	20.05	62.78	18.54	29.63	15.16
Qc Jc 5c	100	56.08	16.2535	96.6142	43.92	13.7472	104.328	1.2	22.38	1.95	21.07	18.71	18.71	78.14	15.45
Qc Jc 5d	100	57.87	17.58	101.256	42.13	12.4201	98.2751	2.01	21.33	7.85	20	60.44	18.46	29.7	14.9
Qc Jc 6c	100	56	16.1449	96.0982	44	13.8556	104.97	1.11	22.42	1.86	21.05	14.47	18.92	82.55	15.46
Qc Jc 6d	100	57.95	17.6265	101.388	42.05	12.3741	98.0924	2.93	21.73	8.82	20.11	55.91	18.55	32.33	14.99
Qc Jc 7c	100	54.94	15.9416	96.7301	45.06	14.0586	103.988	2	22.58	1.9	21.04	14.87	18.86	81.23	15.12
Qc Jc 7d	100	56.32	17.2002	101.797	43.68	12.7998	97.6836	13.85	21.82	12.17	20.22	27.07	18.5	46.91	14.3
Qc Jc 8c	100	56.32	16.061	95.0651	43.68	13.9394	106.366	0.87	22.58	1.43	20.86	11.2	19.02	86.5	15.53
Qc Jc 8d	100	58.46	17.4304	99.3882	41.54	12.5697	100.862	0.4	21.22	7.47	20.51	45.1	19.25	47.03	15.17
Qc Jc 9c	100	55.37	15.8818	95.6036	44.63	14.1188	105.459	1.04	22.41	1.97	20.69	13.48	19.01	83.5	15.18
Qc Jc 9d	100	57.16	16.8772	98.4266	42.84	13.1232	102.102	0.51	21.53	7.26	20.47	33.75	19.21	58.49	15.05
Qc Jd Jc	100	59.19	18.6481	105.017	40.81	11.3518	92.7223	0.48	19.9	4.22	19.99	72.22	19.22	23.08	16.57
Qc Jc Tc	100	56.29	16.348	96.804	43.71	13.6522	104.118	0.28	20.99	1.53	19.81	27.43	18.91	70.75	15.26
Qc Jc Td	100	58.52	18.7333	106.708	41.48	11.2667	90.5377	14.22	21.68	22.2	20.74	37.25	19.38	26.33	14.54
Qc Jd 2c	100	58.3	17.8432	102.015	41.7	12.157	97.1836	1.46	21.27	5.52	20.34	62.87	18.7	30.14	15.44
Qc Jd 3c	100	57.78	17.6781	101.978	42.22	12.3219	97.2923	1.27	20.99	5.98	20.17	62.52	18.56	30.23	15.21
Qc Jd 4c	100	58.3	17.9383	102.567	41.7	12.0619	96.4127	1.29	20.84	6.24	20.09	69.38	18.58	23.09	15.26
Qc Jd 5c	100	57.95	17.7344	102.002	42.05	12.2662	97.2454	2.43	21.51	9.42	20.05	60.17	18.49	27.98	15
Qc Jd 6c	100	57.99	17.7173	101.85	42.01	12.283	97.4499	3.52	21.84	9.77	20.15	54.62	18.57	32.08	15.07
Qc Jd 7c	100	56.4	17.322	102.383	43.6	12.678	96.9178	15.03	21.8	12.08	20.25	27.72	18.5	45.17	14.33
Qc Jd 8c	100	58.53	17.5468	99.9295	41.47	12.4536	100.103	0.64	21.13	8.78	20.51	45.69	19.25	44.89	15.18
Qc Jd 9c	100	57.23	17.0061	99.0572	42.77	12.9939	101.262	0.58	21.56	9.17	20.51	34.58	19.18	55.67	15.03
Qc Jd Tc	100	58.55	18.772	106.875	41.45	11.2281	90.2904	14.14	21.62	23.67	20.77	36.17	19.39	26.03	14.56
Qd Qc 2c	100	57.14	17.7815	103.726	42.86	12.2185	95.032	0.66	18.46	4.69	18.74	81.08	18.26	13.57	14.56
Qd Qc 3c	100	56.55	17.5623	103.526	43.45	12.4383	95.4156	0.67	18.41	6.79	18.7	76.32	18.14	16.22	14.31
Qd Qc 4c	100	57.16	17.865	104.174	42.84	12.1354	94.4331	0.76	18.23	6.67	18.67	81.68	18.26	10.89	14.37
Qd Qc 5c	100	56.85	17.6438	103.445	43.15	12.3561	95.4602	0.72	18.15	7.96	18.6	78.53	18.12	12.79	14.13
Qd Qc 6c	100	56.76	17.7011	103.96	43.24	12.2995	94.8079	0.8	18.27	6.84	18.67	80.96	18.1	11.4	14.25
Qd Qc 7c	100	55.02	17.033	103.192	44.98	12.9671	96.0958	1.09	19.23	12.26	18.79	61.26	18.04	25.39	13.66
Qd Qc 8c	100	57.75	17.8851	103.229	42.25	12.1153	95.589	0.78	19.71	5.21	19.5	71.71	18.57	22.3	15.24
Qd Qc 9c	100	57.67	17.9611	103.808	42.33	12.0386	94.8083	0.67	19.63	4.26	19.57	73.22	18.6	21.85	15.46
Qd Qc Jc	100	59.08	18.5943	104.907	40.92	11.4057	92.9147	0.63	19.78	5.06	19.95	73.41	19.09	20.9	16.47
Qh Qd Qc	100	58.31	19.9735	114.183	41.69	10.0266	80.1648	26.19	20.49	44.15	20.01	29.63	19.47	0.03	15.11
Qd Qc Tc	100	58.05	18.2542	104.814	41.95	11.7457	93.3366	0.84	19.67	5.43	19.74	75.18	18.75	18.55	15.74
Qc Tc 2c	100	55.61	16.2586	97.4518	44.39	13.7417	103.195	2.45	22.69	1.59	21.25	18.52	18.47	77.45	15.42
Qc Tc 2d	100	57.03	17.2606	100.892	42.97	12.7399	98.821	2.37	21.54	5.64	20.32	53	18.48	38.98	14.91
Qc Tc 3c	100	55.36	16.3064	98.1911	44.64	13.6939	102.245	2.53	22.48	1.84	21.14	23.06	18.43	72.56	15.29
Qc Tc 3d	100	56.38	17.0146	100.591	43.62	12.9857	99.2382	1.97	21.35	6.41	20.11	50.89	18.33	40.72	14.67
Qc Tc 4c	100	55.7	16.3019	97.5611	44.3	13.6989	103.072	1.43	22.44	2.03	21.03	23.94	18.45	72.6	15.34
Qc Tc 4d	100	57.1	17.3185	101.109	42.9	12.6816	98.5249	1.54	21.13	6.19	19.99	60.49	18.34	31.79	14.66
Qc Tc 5c	100	55.35	16.0608	96.714	44.65	13.9397	104.078	1.77	22.47	2.03	21.1	18.14	18.51	78.06	15.22
Qc Tc 5d	100	56.89	17.234	100.979	43.11	12.766	98.7079	4.82	21.81	9.44	20.05	47.72	18.35	38.03	14.56
Qc Tc 6c	100	54.91	15.9227	96.665	45.09	14.0777	104.064	1.59	22.39	2.27	20.82	17.89	18.79	78.25	14.99
Qc Tc 6d	100	56.27	17.0238	100.838	43.73	12.9764	98.9229	13.56	21.56	13.43	20.02	26.02	18.48	46.99	14.05
Qc Tc 7c	100	54.43	15.7235	96.2933	45.57	14.2766	104.428	2.33	22.31	2.02	20.9	11.59	18.73	84.06	15
Qc Tc 7d	100	55.49	16.5227	99.2473	44.51	13.4773	100.939	6.31	21.52	8.66	20.4	29.53	18.56	55.51	14.27
Qc Tc 8c	100	55.6	15.9599	95.6851	44.4	14.0414	105.413	1.13	22.29	1.77	20.44	14.84	18.96	82.26	15.24
Qc Tc 8d	100	57.29	17.1327	99.678	42.71	12.8674	100.433	0.83	21.53	11.13	20.51	40.09	19.08	47.95	14.64
Qc Tc 9c	100	55.12	16.0899	97.3075	44.88	13.9104	103.309	1.07	22.36	2.1	20.43	23.12	18.87	73.71	15
Qc Tc 9d	100	56.54	17.0815	100.713	43.46	12.9189	99.0753	0.87	21.25	12.37	20.34	39.44	19.17	47.33	14.41
Qc Td Tc	100	57.73	17.4081	100.515	42.27	12.5924	99.3003	0.25	20.11	1.75	19.35	49.26	18.74	48.74	15.98
Qc Td 2c	100	57.16	17.4705	101.873	42.84	12.5296	97.5013	2.53	21.61	6.35	20.34	56.77	18.5	34.35	14.93
Qc Td 3c	100	56.59	17.311	101.961	43.41	12.6891	97.4447	2.5	21.45	7.75	20.14	55.3	18.35	34.45	14.71
Qc Td 4c	100	57.24	17.5582	102.24	42.76	12.4419	97.0015	1.91	21.22	7.2	20.02	64.12	18.35	26.77	14.74
Qc Td 5c	100	56.95	17.3599	101.604	43.05	12.6404	97.8797	5.18	21.89	10.32	20.07	48.9	18.32	35.61	14.6
Qc Td 6c	100	56.29	17.0914	101.204	43.71	12.909	98.4526	14.43	21.61	12.63	20.06	26.9	18.45	46.04	14.06
Qc Td 7c	100	55.55	16.6232	99.7408	44.45	13.3766	100.322	8.08	21.59	8.04	20.42	29.68	18.56	54.21	14.26
Qc Td 8c	100	57.34	17.2147	100.071	42.66	12.7855	99.9061	1.04	21.4	11.38	20.54	41.95	19.05	45.64	14.6
Qc Td 9c	100	56.58	17.1687	101.154	43.42	12.8316	98.4994	1.01	21.16	14.85	20.35	38.38	19.15	45.76	14.38
Qd 3c 2c	100	55.5	16.4289	98.6732	44.5	13.5712	101.655	0.59	19.4	10.21	18.88	47.18	18.04	42.02	13.99
Qd 4c 2c	100	55.79	16.3469	97.6652	44.21	13.6535	102.95	0.5	19.33	9.62	18.73	49.92	17.91	39.96	13.79
Qd 4c 3c	100	54.8	15.8005	96.1054	45.2	14.1996	104.723	0.54	19.76	9.44	18.68	41.67	17.81	48.35	13.47
Qd 5c 2c	100	55.56	16.1904	97.1349	44.44	13.8096	103.582	0.34	19.56	11.58	18.74	45.58	17.88	42.5	13.66
Qd 5c 3c	100	54.62	15.7063	95.8563	45.38	14.2939	104.989	0.53	19.65	11.59	18.62	39.29	17.75	48.58	13.31
Qd 5c 4c	100	54.39	15.3773	94.2408	45.61	14.6229	106.87	0.58	19.69	11.68	18.49	35.13	17.64	52.62	13.13
Qd 6c 2c	100	55.57	16.558	99.3263	44.43	13.4423	100.845	1.26	19.42	14.21	18.87	49.57	17.87	34.96	13.65
Qd 6c 3c	100	54.84	16.1125	97.9356	45.16	13.8875	102.507	0.73	19.38	13.28	18.73	44.42	17.83	41.58	13.38
Qd 6c 4c	100	54.94	16.076	97.5281	45.06	13.9241	103.015	0.81	19.4	16.63	18.63	41.5	17.78	41.07	13.25
Qd 6c 5c	100	54.29	15.1888	93.258	45.71	14.8115	108.009	0.62	19.96	11.2	18.65	30.51	17.67	57.68	13.16
Qd 7c 2c	100	53.87	16.2091	100.3	46.13	13.7913	99.6522	5.73	20.74	15.39	19.19	35.78	17.89	43.1	13.14
Qd 7c 3c	100	53.16	15.6822	98.3269	46.84	14.3179	101.9	2.85	20.28	15.15	19.12	31.69	17.87	50.31	13.01
Qd 7c 4c	100	53.49	15.5471	96.8831	46.51	14.453	103.586	1.31	19.93	15.95	18.9	31.39	17.77	51.35	13.04
Qd 7c 5c	100	53.17	15.5982	97.7829	46.83	14.4018	102.518	5.05	20.35	16.61	19.06	26.48	17.8	51.87	12.9
Qd 7c 6c	100	53.59	15.3455	95.4471	46.41	14.6547	105.259	1.55	20.56	12.14	19.18	25.61	17.99	60.7	13.33
Qd 8c 2c	100	56.59	17.0247	100.273	43.41	12.9757	99.6474	3.09	20.99	12.41	19.81	47.7	18.25	36.79	14.16
Qd 8c 3c	100	56.04	16.8711	100.344	43.96	13.1292	99.5642	3.86	20.99	13.46	19.75	43.9	18.19	38.78	13.97
Qd 8c 4c	100	56.34	16.5601	97.9797	43.66	13.4403	102.61	6.19	21.07	12.04	19.58	36.38	18.11	45.38	13.9
Qd 8c 5c	100	55.45	16.0581	96.5313	44.55	13.9419	104.318	8.65	21.08	8.8	19.64	29.91	18.02	52.63	13.52
Qd 8c 6c	100	55.45	16.1087	96.837	44.55	13.8916	103.939	8.95	21.02	11.94	19.76	24.11	18.28	55	13.56
Qd 8c 7c	100	54.69	15.917	97.0072	45.31	14.083	103.613	3.98	21.05	10.4	19.83	26.99	18.44	58.63	13.71
Qd 9c 2c	100	56.7	17.2534	101.429	43.3	12.747	98.1307	6.19	21.68	7.48	20.14	50.29	18.27	36.04	14.48
Qd 9c 3c	100	56.17	16.9271	100.443	43.83	13.0733	99.4357	2.67	21.33	8.27	19.94	50.34	18.19	38.72	14.34
Qd 9c 4c	100	56.9	17.1691	100.589	43.1	12.831	99.2233	2.16	21.35	7.41	19.97	56.66	18.28	33.78	14.42
Qd 9c 5c	100	56.05	16.761	99.6715	43.95	13.2392	100.42	18.4	21.37	10.57	19.95	22.61	18.1	48.43	13.69
Qd 9c 6c	100	55.69	16.5114	98.8275	44.31	13.4885	101.473	14.6	21.4	12.5	19.95	19.85	18.37	53.05	13.66
Qd 9c 7c	100	55.02	16.2786	98.6158	44.98	13.7216	101.695	12.08	21.41	10.36	20.15	19.41	18.5	58.14	13.78
Qd 9c 8c	100	56.23	16.5024	97.8262	43.77	13.4978	102.795	0.91	20.96	13.47	20.21	31.79	18.96	53.83	14.05
Qd Jc 2c	100	58.27	17.8024	101.842	41.73	12.1974	97.4261	1.4	21.2	5.33	20.32	62.12	18.7	31.14	15.44
Qd Jc 3c	100	57.74	17.6255	101.755	42.26	12.3749	97.6061	1.09	20.86	5.06	20.11	63	18.56	30.84	15.2
Qd Jc 4c	100	58.31	17.9511	102.617	41.69	12.0488	96.3385	1.16	20.79	5.93	20.07	70.13	18.59	22.78	15.27
Qd Jc 5c	100	57.98	17.7712	102.163	42.02	12.2287	97.0141	2.18	21.35	9.13	20.04	61.85	18.51	26.83	15.01
Qd Jc 6c	100	58.01	17.7572	102.029	41.99	12.2426	97.1954	3.04	21.79	9.82	20.15	56.34	18.59	30.8	15.08
Qd Jc 7c	100	56.42	17.3561	102.535	43.58	12.6439	96.7184	14.4	21.79	12.82	20.22	28.4	18.54	44.37	14.33
Qd Jc 8c	100	58.51	17.5392	99.9218	41.49	12.4607	100.11	0.53	21.31	8.82	20.51	45.49	19.25	45.16	15.19
Qd Jc 9c	100	57.23	17.0223	99.1388	42.77	12.978	101.155	0.56	21.67	10.72	20.5	33.08	19.16	55.65	15.04
Qd Jc Tc	100	58.56	18.793	106.966	41.44	11.207	90.1551	14.62	21.63	22.86	20.73	37.29	19.38	25.23	14.52
Qh Qd 2c	100	57.53	18.3122	106.107	42.47	11.6884	91.7322	0.73	18.4	18.04	19.07	76.47	18.38	4.76	14.37
Qh Qd 3c	100	56.82	18.0102	105.655	43.18	11.9899	92.5593	0.8	18.28	21.48	18.84	70.36	18.17	7.36	14.05
Qh Qd 4c	100	57.53	18.3741	106.464	42.47	11.626	91.2454	0.89	18.39	21.37	18.93	74.58	18.39	3.15	14.28
Qh Qd 5c	100	57.32	18.2617	106.206	42.68	11.7388	91.6705	1	18.46	24.03	18.77	72.35	18.25	2.62	13.94
Qh Qd 6c	100	57.28	18.382	106.974	42.72	11.6185	90.6543	0.89	18.67	19.14	18.75	78.18	18.39	1.78	14.12
Qh Qd 7c	100	55.43	17.5684	105.655	44.57	12.4314	92.9666	1.79	18.8	23.58	18.53	61.74	18.04	12.89	13.38
Qh Qd 8c	100	58.28	18.4744	105.664	41.72	11.5256	92.0874	0.8	18.78	6.81	19.14	86.78	18.62	5.6	15.39
Qh Qd 9c	100	58.2	18.5242	106.098	41.8	11.476	91.5116	0.74	18.72	5.79	19.3	86.63	18.7	6.84	15.58
Qh Qd Jc	100	59.7	19.2157	107.29	40.3	10.7845	89.202	0.65	19.19	5.42	19.87	88.54	19.32	5.38	16.84
Qh Qd Tc	100	58.63	18.863	107.25	41.37	11.137	89.7262	0.91	19.22	7.19	19.62	87	18.97	4.9	15.87
Qd Tc 2c	100	57.16	17.4801	101.934	42.84	12.52	97.4213	2.52	21.64	6.54	20.32	56.56	18.51	34.38	14.94
Qd Tc 3c	100	56.6	17.3377	102.098	43.4	12.6623	97.2631	2.31	21.45	7.91	20.13	56.09	18.36	33.7	14.7
Qd Tc 4c	100	57.24	17.5716	102.321	42.76	12.4284	96.892	1.83	21.13	7.47	20.02	63.91	18.37	26.79	14.74
Qd Tc 5c	100	56.97	17.3948	101.785	43.03	12.6051	97.6364	4.78	21.88	12.72	20.05	46.87	18.34	35.63	14.61
Qd Tc 6c	100	56.38	17.2214	101.815	43.62	12.7785	97.6535	15.09	21.63	12.91	20.06	28.13	18.49	43.87	14.06
Qd Tc 7c	100	55.67	16.7669	100.395	44.33	13.2331	99.5041	8.57	21.67	10.02	20.37	29.17	18.58	52.24	14.26
Qd Tc 8c	100	57.39	17.2838	100.387	42.61	12.7161	99.4774	1.2	21.49	12.31	20.53	41.74	19.05	44.74	14.63
Qd Tc 9c	100	56.68	17.2887	101.676	43.32	12.711	97.8057	1.14	21.16	15.67	20.35	39.91	19.14	43.28	14.38
Qh 2d 2c	100	56.87	16.8912	99.0113	43.13	13.109	101.305	0.72	18.11	4.46	18.41	63.83	18	30.99	14.36
Qh 3d 3c	100	55.9	15.8111	94.2824	44.1	14.1897	107.254	0.12	18.46	1.68	18.01	42.06	17.77	56.14	14.27
Qh 3d 2c	100	55.65	16.5745	99.2796	44.35	13.4257	100.905	1.97	19.24	20.06	18.88	41.93	17.9	36.05	13.6
Qh 4d 4c	100	57.01	17.1497	100.268	42.99	12.8509	99.6491	0.5	18.36	3.7	18.52	66.17	18.18	29.63	14.65
Qh 4d 2c	100	56.02	16.5133	98.2513	43.98	13.4867	102.228	2.88	19	21.54	18.69	40.41	17.78	35.17	13.52
Qh 4d 3c	100	54.87	15.7309	95.558	45.13	14.2692	105.402	2.19	19.11	18.54	18.62	31.98	17.64	47.29	13.15
Qh 5d 5c	100	56.63	16.4421	96.7761	43.37	13.5586	104.216	0.16	18.77	2.16	18.44	45.98	18.18	51.7	14.81
Qh 5d 2c	100	55.88	16.4529	98.1469	44.12	13.5472	102.348	3.47	19.21	22.81	18.59	39.05	17.71	34.66	13.35
Qh 5d 3c	100	54.77	15.7344	95.756	45.23	14.2657	105.14	5.09	19.3	16.89	18.62	31.19	17.58	46.83	13.08
Qh 5d 4c	100	54.47	15.2293	93.1899	45.53	14.7708	108.149	4.68	18.97	17.94	18.36	25.17	17.35	52.21	12.8
Qh 6d 6c	100	56.6	16.6311	97.9381	43.4	13.3692	102.692	0.2	18.84	2.88	18.47	48.97	18.18	47.95	14.93
Qh 6d 2c	100	55.9	16.9609	101.143	44.1	13.0396	98.5543	4.22	19.11	26.22	18.45	48.04	17.67	21.51	13.15
Qh 6d 3c	100	55.08	16.3537	98.961	44.92	13.6463	101.275	9.23	19.14	20.38	18.43	35.76	17.63	34.62	13.07
Qh 6d 4c	100	55.16	16.2597	98.2515	44.84	13.7405	102.152	10.62	19.13	19.81	18.38	35.32	17.43	34.25	12.94
Qh 6d 5c	100	54.49	15.1461	92.6453	45.51	14.8542	108.809	3.62	19.1	16.43	18.42	26.3	17.38	53.65	12.78
Qh 7d 7c	100	54.12	14.5871	89.8467	45.88	15.4134	111.98	0.24	18.91	0.84	17.81	8.59	17.64	90.33	14.26
Qh 7d 2c	100	54.03	16.459	101.542	45.97	13.5413	98.1895	11.6	20.07	20.46	18.6	34.56	17.57	33.38	12.75
Qh 7d 3c	100	53.29	15.8287	99.0042	46.71	14.1717	101.139	11.76	19.74	17.07	18.61	26.83	17.49	44.34	12.71
Qh 7d 4c	100	53.74	15.7523	97.7069	46.26	14.2476	102.664	9.24	19.39	18.84	18.45	28.1	17.5	43.83	12.7
Qh 7d 5c	100	53.39	15.8254	98.7984	46.61	14.1747	101.377	14.95	19.69	19.59	18.65	20.33	17.48	45.12	12.57
Qh 7d 6c	100	53.8	15.416	95.5094	46.2	14.5841	105.23	4.88	19.67	14.7	19.03	25.36	17.67	55.05	13.04
Qh 8d 8c	100	57.69	16.9606	98.0059	42.31	13.0401	102.723	0.15	18.8	1.34	18.28	50.65	18.33	47.86	15.47
Qh 8d 2c	100	56.91	17.4543	102.226	43.09	12.5457	97.0593	2.76	20.28	20.62	19.07	56.32	18.04	20.3	13.81
Qh 8d 3c	100	56.22	17.139	101.615	43.78	12.8613	97.928	4.58	20.54	20.27	19.08	47.61	17.99	27.54	13.67
Qh 8d 4c	100	56.73	16.9554	99.6279	43.27	13.0447	100.489	7.5	20.15	19.13	18.96	44.69	17.7	28.68	13.63
Qh 8d 5c	100	55.82	16.33	97.51	44.18	13.6701	103.147	9.53	20.13	16.86	18.81	33.39	17.63	40.22	13.31
Qh 8d 6c	100	55.9	16.4929	98.3554	44.1	13.5071	102.084	12.52	20.23	18.27	19.16	27.9	17.87	41.3	13.24
Qh 8d 7c	100	54.99	16.1354	97.8131	45.01	13.8647	102.672	2.12	20.2	16.29	19.36	34.49	18.03	47.1	13.45
Qh 9d 9c	100	57.85	17.7306	102.164	42.15	12.2698	97.033	0.26	18.85	2.36	18.81	67.22	18.64	30.16	15.62
Qh 9d 2c	100	56.95	17.6186	103.12	43.05	12.3815	95.873	2.06	20.97	17.35	19.16	62.09	18.1	18.49	14.18
Qh 9d 3c	100	56.42	17.2656	102.013	43.58	12.7345	97.3942	1.46	20.19	15.42	18.94	61.31	17.94	21.81	13.98
Qh 9d 4c	100	57.27	17.6357	102.647	42.73	12.3644	96.4539	2.48	20.64	14.84	19.15	65.99	18.07	16.7	14.13
Qh 9d 5c	100	56.43	17.1399	101.251	43.57	12.8605	98.3824	18.95	20.85	14.78	19.36	32.91	17.68	33.36	13.52
Qh 9d 6c	100	56.08	16.8481	100.142	43.92	13.1519	99.8179	18.15	20.89	11.19	19.59	29.89	17.93	40.77	13.5
Qh 9d 7c	100	55.29	16.4971	99.4613	44.71	13.503	100.667	11.41	20.9	11.02	19.77	30.05	18.08	47.52	13.68
Qh 9d 8c	100	56.6	16.754	98.6669	43.4	13.2461	101.74	4.66	21.29	13.74	20.2	30.51	18.98	51.09	14.08
Qh Jd Jc	100	59.82	19.2803	107.443	40.18	10.7198	88.9216	0.53	19.46	4.33	19.86	88.93	19.42	6.21	16.83
Qh Jd 2c	100	58.79	18.5478	105.16	41.21	11.4525	92.6409	1.23	19.87	8.86	19.73	83.14	18.67	6.78	15.28
Qh Jd 3c	100	58.15	18.2566	104.645	41.85	11.7437	93.5468	1.16	19.85	9.17	19.55	80.85	18.45	8.83	14.93
Qh Jd 4c	100	58.75	18.6309	105.701	41.25	11.3691	91.8786	1.55	20.38	11.06	19.7	83.43	18.61	3.96	15.35
Qh Jd 5c	100	58.52	18.5264	105.532	41.48	11.4741	92.2006	2.09	20.71	17.57	19.53	75.53	18.46	4.81	14.93
Qh Jd 6c	100	58.63	18.571	105.588	41.37	11.4291	92.083	2.35	21.12	16.95	19.7	74.73	18.51	5.97	15.15
Qh Jd 7c	100	56.93	18.0591	105.739	43.07	11.941	92.4152	13.75	21.63	14.48	19.83	51.09	18.14	20.68	14.25
